No.,Entidad,Organo,Grupo,Emisora,IdEmisora,Fecha de transmisión del material,Hora transmisión,Folio,Versión,Actor,Notificado,Oficio
242,CHIHUAHUA,DATERT,UNIVERSIDAD AUTÓNOMA DE CHIHUAHUA,XHRUC-FM-105.7,3965,21/10/2023,16:34:04,RA00667-23,SPOT.1 MEXICO REPUBLICANO CHIHUAHUA,MRCH,Sí,INE_DEPPP_DATERT_6518_2023
243,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,21/10/2023,19:16:40,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_DATERT_6516_2023
244,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBW-FM-93.3,2836,21/10/2023,19:18:01,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_DATERT_6516_2023
245,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHQD-FM-95.7,2826,21/10/2023,19:11:38,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_DATERT_6516_2023
246,CHIHUAHUA,DATERT,TV AZTECA,XHCH-TDT-CANAL22,3127,21/10/2023,22:15:09,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6674_2023
247,CHIHUAHUA,DATERT,TELEVISA,XHCHZ-TDT-CANAL24,3475,22/10/2023,07:14:24,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6466_2023
248,CHIHUAHUA,DATERT,JESÚS ANTONIO CABADA ALVIDREZ.,XHIJ-TDT-CANAL32.2,4321,22/10/2023,11:03:28,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6485_2023
249,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,22/10/2023,16:15:49,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6516_2023
250,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBW-FM-93.3,2836,22/10/2023,16:16:15,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6516_2023
251,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHQD-FM-95.7,2826,22/10/2023,16:33:05,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6516_2023
252,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,22/10/2023,19:16:34,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_DATERT_6516_2023
253,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBW-FM-93.3,2836,22/10/2023,19:15:32,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_DATERT_6516_2023
254,CHIHUAHUA,DATERT,JOSÉ MANUEL CISNEROS DE LOS SANTOS,XHHPR-FM-101.7,405,22/10/2023,19:28:16,RA00605-23,AMC ESCUCHAMOS V2,PRI,Sí,INE_DEPPP_DATERT_6529_2023
255,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHQD-FM-95.7,2826,22/10/2023,19:43:07,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_DATERT_6516_2023
256,CHIHUAHUA,DATERT,RICARDO CANTÚ DE LA ROCHA,XHTO-FM-104.3,365,22/10/2023,19:23:41,RA01129-21,MASTER 5 CHIH,FXM,Sí,INE_DEPPP_DATERT_6551_2023
257,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,23/10/2023,07:32:18,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6516_2023
258,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBW-FM-93.3,2836,23/10/2023,07:33:33,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6516_2023
259,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHQD-FM-95.7,2826,23/10/2023,07:17:40,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6516_2023
260,CHIHUAHUA,DATERT,TV AZTECA,XHCH-TDT-CANAL22,3127,23/10/2023,08:36:19,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
261,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,23/10/2023,09:33:28,RA00667-23,SPOT.1 MEXICO REPUBLICANO CHIHUAHUA,MRCH,Sí,INE_DEPPP_DATERT_6516_2023
262,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBW-FM-93.3,2836,23/10/2023,09:31:30,RA00667-23,SPOT.1 MEXICO REPUBLICANO CHIHUAHUA,MRCH,Sí,INE_DEPPP_DATERT_6516_2023
263,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHQD-FM-95.7,2826,23/10/2023,09:21:50,RA00667-23,SPOT.1 MEXICO REPUBLICANO CHIHUAHUA,MRCH,Sí,INE_DEPPP_DATERT_6516_2023
264,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,23/10/2023,12:32:08,RA00595-23,SPOT DOS,PUEBLO,Sí,INE_DEPPP_DATERT_6516_2023
265,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBW-FM-93.3,2836,23/10/2023,12:31:58,RA00595-23,SPOT DOS,PUEBLO,Sí,INE_DEPPP_DATERT_6516_2023
266,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHQD-FM-95.7,2826,23/10/2023,12:29:26,RA00595-23,SPOT DOS,PUEBLO,Sí,INE_DEPPP_DATERT_6516_2023
267,CHIHUAHUA,DATERT,TV AZTECA,XHCH-TDT-CANAL22,3127,23/10/2023,13:14:31,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
268,CHIHUAHUA,DATERT,NORMA AURORA SALAYANDIA GARCIA,XHGD-FM-90.3,2840,23/10/2023,14:46:02,RA00594-23,PRIMER SPOT,PUEBLO,Sí,INE_DEPPP_DATERT_6489_2023
269,CHIHUAHUA,DATERT,JESÚS ANTONIO CABADA ALVIDREZ.,XHIJ-TDT-CANAL32.2,4321,23/10/2023,15:29:33,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6485_2023
270,CHIHUAHUA,DATERT,JESÚS ANTONIO CABADA ALVIDREZ.,XHIJ-TDT-CANAL32.2,4321,23/10/2023,22:07:48,RV00481-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_DATERT_6485_2023
271,CHIHUAHUA,DATERT,JESÚS ANTONIO CABADA ALVIDREZ.,XHIJ-TDT-CANAL32.3,4322,23/10/2023,22:30:31,RV00481-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_DATERT_6485_2023
272,CHIHUAHUA,DATERT,TV AZTECA,XHCH-TDT-CANAL22,3127,24/10/2023,08:36:45,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6674_2023
273,CHIHUAHUA,DATERT,TV AZTECA,XHCH-TDT-CANAL22,3127,24/10/2023,13:14:26,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
274,CHIHUAHUA,DATERT,TV AZTECA,XHCJH-TDT-CANAL36.2,4599,25/10/2023,08:59:13,RV00628-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6674_2023
275,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,27/10/2023,08:32:11,RA00595-23,SPOT DOS,PUEBLO,Sí,INE_DEPPP_DATERT_6516_2023
276,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,27/10/2023,10:32:37,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6516_2023
277,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,27/10/2023,13:32:10,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6516_2023
278,CHIHUAHUA,DATERT,TV AZTECA,XHCH-TDT-CANAL22,3127,27/10/2023,13:10:53,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6674_2023
279,CHIHUAHUA,DATERT,NORMA AURORA SALAYANDIA GARCIA,XHGD-FM-90.3,2840,27/10/2023,13:24:36,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6489_2023
280,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,27/10/2023,15:32:58,RA00860-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6516_2023
281,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,27/10/2023,18:27:51,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6516_2023
282,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,27/10/2023,20:14:44,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6516_2023
283,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,28/10/2023,08:32:56,RA00667-23,SPOT.1 MEXICO REPUBLICANO CHIHUAHUA,MRCH,Sí,INE_DEPPP_DATERT_6516_2023
284,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,28/10/2023,10:32:19,RA00594-23,PRIMER SPOT,PUEBLO,Sí,INE_DEPPP_DATERT_6516_2023
285,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,28/10/2023,13:34:37,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6516_2023
286,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,28/10/2023,15:31:59,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6516_2023
287,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,28/10/2023,18:32:43,RA00860-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6516_2023
288,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,28/10/2023,20:16:30,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6516_2023
289,CHIHUAHUA,DATERT,IPN,XHCHI-TDT-CANAL25,3948,28/10/2023,21:41:01,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6515_2023
290,CHIHUAHUA,DATERT,IPN,XHCHU-TDT-CANAL20,3947,28/10/2023,21:41:04,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6515_2023
291,CHIHUAHUA,DATERT,JESÚS ANTONIO CABADA ALVIDREZ.,XHIJ-TDT-CANAL32.2,4321,28/10/2023,23:12:54,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6485_2023
292,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,29/10/2023,08:17:51,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6516_2023
293,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,29/10/2023,10:14:06,RA00667-23,SPOT.1 MEXICO REPUBLICANO CHIHUAHUA,MRCH,Sí,INE_DEPPP_DATERT_6516_2023
294,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,29/10/2023,13:16:40,RA00595-23,SPOT DOS,PUEBLO,Sí,INE_DEPPP_DATERT_6516_2023
295,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,29/10/2023,15:17:41,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6516_2023
296,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,29/10/2023,18:15:11,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6516_2023
297,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,29/10/2023,20:13:52,RA00860-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6516_2023
298,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,30/10/2023,07:32:36,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6516_2023
299,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,30/10/2023,09:35:11,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6516_2023
300,CHIHUAHUA,DATERT,JESÚS ANTONIO CABADA ALVIDREZ.,XHIJ-TDT-CANAL32.2,4321,30/10/2023,09:15:30,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6485_2023
301,CHIHUAHUA,DATERT,TV AZTECA,XHCH-TDT-CANAL22,3127,30/10/2023,10:19:07,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
302,CHIHUAHUA,DATERT,JESÚS ANTONIO CABADA ALVIDREZ.,XHIJ-TDT-CANAL32.2,4321,30/10/2023,11:05:08,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6485_2023
303,CHIHUAHUA,DATERT,IVONNE DELGADO GONZALEZ,XHBU-FM-91.7,2825,30/10/2023,12:33:12,RA00667-23,SPOT.1 MEXICO REPUBLICANO CHIHUAHUA,MRCH,Sí,INE_DEPPP_DATERT_6516_2023
304,CHIHUAHUA,DATERT,UNIVERSIDAD AUTÓNOMA DE CHIHUAHUA,XHRU-FM-105.3,385,30/10/2023,14:30:52,RA00709-23,LOGROS MONTERREY MCNL,MC,Sí,INE_DEPPP_DATERT_6518_2023
305,CHIHUAHUA,DATERT,ALONSO DE SANTIAGO NOGUEZ,XECJC-AM-1490,367,30/10/2023,19:15:07,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6479_2023
306,CHIHUAHUA,DATERT,RICARDO CANTÚ DE LA ROCHA,XHEM-FM-103.5,359,31/10/2023,09:42:12,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6551_2023
307,CHIHUAHUA,DATERT,ALONSO DE SANTIAGO NOGUEZ,XECJC-AM-1490,367,31/10/2023,19:16:09,RA00860-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6479_2023
308,CHIHUAHUA,DATERT,NORMA AURORA SALAYANDIA GARCIA,XHGD-FM-90.3,2840,31/10/2023,20:13:11,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6489_2023
309,CHIHUAHUA,DATERT,TELEVISA,XHJCI-TDT-CANAL30.2,4863,31/10/2023,20:20:07,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6466_2023
310,CHIHUAHUA,DATERT,IMAGEN,XHCTCJ-TDT-CANAL31.3,5202,31/10/2023,22:40:19,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
311,CIUDAD DE MÉXICO,DATERT,RADIO IBERO,XHUIA1-FM-90.9,1875,19/10/2023,14:29:15,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6547_2023
312,CIUDAD DE MÉXICO,DATERT,RADIO IBERO,XHUIA1-FM-90.9,1875,26/10/2023,08:50:00,RA00709-23,LOGROS MONTERREY MCNL,MC,Sí,INE_DEPPP_DATERT_6547_2023
313,DURANGO,JLE10,ARTURO ARMAS HIDALGO,XHCAV-FM-101.3,2619,25/10/2023,20:22:45,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_JLE10_0046_2023
314,DURANGO,DATERT,MARTÍN GERARDO SORIANO SARIÑANA,XHUAD-FM-94.1,501,26/10/2023,08:18:50,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6654_2023
315,DURANGO,DATERT,ÓSCAR ERASMO NAVAR GARCÍA,XHHD-FM-100.5,2848,29/10/2023,07:31:28,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6545_2023
316,DURANGO,JDE10-02,CASIO CARLOS NARVÁEZ LIDOLF (DGO),XHERS-FM-104.3,2847,30/10/2023,16:27:36,RA00860-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_JDE10-02_0021_2023
317,GUANAJUATO,JLE11,FLORENTINO BARRITA ,XHACN-FM-107.1,2732,16/10/2023,14:08:07,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_JLE11_0321_2023
318,GUANAJUATO,JLE11,JESÚS ALFARO CONTRERAS,XHNH-FM-95.1,580,17/10/2023,09:30:34,RA00664-23,POBREZA,PRI,Sí,INE_DEPPP_JLE11_0328_2023
319,GUANAJUATO,JLE11,PEDRO ALCARAZ ORTIZ,XHQRO-FM-107.5,3035,18/10/2023,12:32:49,RA00668-23,EL PAN GOBIERNA MEJOR VF,PAN,Sí,INE_DEPPP_JLE11_0325_2023
320,GUANAJUATO,JLE11,"MANUEL VELA MELO, GUANAJUATO",XHXF-FM-103.1,2447,19/10/2023,09:16:30,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_JLE11_0322_2023
321,GUANAJUATO,DATERT,TELEVISA,XHLEJ-TDT-CANAL24,3190,19/10/2023,13:20:55,RV00565-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6466_2023
322,GUANAJUATO,JLE11,PEDRO ALCARAZ ORTIZ,XHQRO-FM-107.5,3035,21/10/2023,09:28:17,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_JLE11_0325_2023
323,GUANAJUATO,DATERT,SPREM,XHSPRCE-TDT-CANAL20,3182,21/10/2023,09:53:59,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6559_2023
324,GUANAJUATO,DATERT,SPREM,XHSPRLA-TDT-CANAL34,3435,21/10/2023,09:23:29,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6559_2023
325,GUANAJUATO,JLE11,UNIVERSIDAD DE GUANAJUATO,XHJUA-FM-100.7,612,23/10/2023,12:20:36,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_JLE11_0316_2023
326,GUANAJUATO,JLE11,"UNIVERSIDAD DE GUANAJUATO, LEÓN",XHLTO-FM-91.1,613,23/10/2023,12:20:30,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_JLE11_0317_2023
327,GUANAJUATO,JLE11,"UNIVERSIDAD DE GUANAJUATO, LEÓN",XHSML-FM-91.3,614,23/10/2023,12:20:37,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_JLE11_0317_2023
328,GUANAJUATO,DATERT,STEREOREY GTO,XHSO-FM-99.9,591,26/10/2023,13:18:19,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6679_2023
329,GUANAJUATO,JLE11,"MANUEL VELA MELO, GUANAJUATO",XHXF-FM-103.1,2447,27/10/2023,08:16:34,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_JLE11_0322_2023
330,GUANAJUATO,JLE11,SERGIO JESÚS MORALES PÉREZ,XHAK-FM-89.7,3427,27/10/2023,14:13:06,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_JLE11_0327_2023
331,GUANAJUATO,JLE11,SERGIO JESÚS MORALES PÉREZ,XHAK-FM-89.7,3427,28/10/2023,20:22:28,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_JLE11_0327_2023
332,GUANAJUATO,JLE11,SERGIO JESÚS MORALES PÉREZ,XHVW-FM-90.5,2418,28/10/2023,20:24:15,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_JLE11_0327_2023
333,GUANAJUATO,DATERT,JOSÉ MANUEL CISNEROS DE LOS SANTOS,XHLGG-TDT-CANAL31,3827,28/10/2023,21:47:44,RV00635-23,OTRO MEXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6529_2023
334,GUANAJUATO,JLE11,IGNACIO GALLARDO ISLAS,XHERW-FM-101.1,2443,30/10/2023,12:28:53,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_JLE11_0320_2023
335,GUANAJUATO,JLE11,JUAN ILDEFONSO ORDOÑEZ SANTIAGO,XHML-FM-90.3,588,30/10/2023,14:49:36,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_JLE11_0319_2023
336,GUERRERO,DATERT,IMAGEN,XHPCPG-FM-98.1,4651,16/10/2023,07:19:30,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6673_2023
337,GUERRERO,DATERT,IMAGEN,XHPCPG-FM-98.1,4651,16/10/2023,09:28:21,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6673_2023
338,GUERRERO,DATERT,JONATHAN MORALES MORENO,XHZHO-FM-98.5,2758,18/10/2023,19:30:00,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6604_2023
339,GUERRERO,DATERT,TV AZTECA,XHIXZ-TDT-CANAL25,3283,18/10/2023,20:12:59,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
340,GUERRERO,DATERT,JOAQUÍN PASQUEL MAYÉN,XHACA-FM-96.1,2373,20/10/2023,07:08:32,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6520_2023
341,GUERRERO,DATERT,JOAQUÍN PASQUEL MAYÉN,XHACA-FM-96.1,2373,21/10/2023,07:26:50,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6520_2023
342,GUERRERO,DATERT,IMAGEN,XHPCPG-FM-98.1,4651,21/10/2023,12:58:06,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_DATERT_6673_2023
343,GUERRERO,DATERT,RADIO XEAGS,XHAGS-FM-103.1,654,21/10/2023,13:10:48,RA00563-23,SPOT 1 RADIO PARTIDO ALIANZA CIUDADANA ,PAC,Sí,INE_DEPPP_DATERT_6476_2023
344,GUERRERO,DATERT,CASIO CARLOS NARVÁEZ LIDOLF (CHILPANCINGO),XHCHG-FM-102.7,694,21/10/2023,14:27:15,RA00563-23,SPOT 1 RADIO PARTIDO ALIANZA CIUDADANA ,PAC,Sí,INE_DEPPP_DATERT_6658_2023
345,GUERRERO,DATERT,RADIORAMA DATE,XHNS-FM-96.9,665,21/10/2023,19:56:08,RA00664-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6468_2023
346,GUERRERO,DATERT,CASIO CARLOS NARVÁEZ LIDOLF (CHILPANCINGO),XHEPI-FM-99.7,2380,24/10/2023,09:11:03,RA00664-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6658_2023
347,GUERRERO,DATERT,TV AZTECA,XHIR-TDT-CANAL30,3271,27/10/2023,08:40:22,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6674_2023
348,GUERRERO,DATERT,TV AZTECA,XHIR-TDT-CANAL30,3271,28/10/2023,08:38:00,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6674_2023
349,GUERRERO,DATERT,"RADIO CAÑÓN, GUERRERO",XHEZUM-FM-105.1,2649,28/10/2023,19:03:19,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6580_2023
350,GUERRERO,DATERT,TV AZTECA,XHIR-TDT-CANAL30,3271,29/10/2023,08:32:00,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
351,GUERRERO,DATERT,IMAGEN,XHPCPG-FM-98.1,4651,29/10/2023,08:16:05,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6673_2023
352,GUERRERO,DATERT,TV AZTECA,XHIR-TDT-CANAL30,3271,29/10/2023,22:00:56,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6674_2023
353,GUERRERO,DATERT,TV AZTECA,XHIR-TDT-CANAL30,3271,30/10/2023,07:13:40,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
354,GUERRERO,DATERT,TV AZTECA,XHIR-TDT-CANAL30,3271,30/10/2023,09:18:45,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
355,GUERRERO,DATERT,TV AZTECA,XHCER-TDT-CANAL24.2,4059,30/10/2023,20:27:28,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6674_2023
356,GUERRERO,DATERT,TV AZTECA,XHIR-TDT-CANAL30,3271,31/10/2023,07:13:37,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6674_2023
357,GUERRERO,DATERT,TV AZTECA,XHIR-TDT-CANAL30,3271,31/10/2023,09:19:12,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
358,GUERRERO,DATERT,JONATHAN MORALES MORENO,XHZHO-FM-98.5,2758,31/10/2023,19:40:15,RA00860-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6604_2023
359,GUERRERO,DATERT,TV AZTECA,XHCER-TDT-CANAL24.2,4059,31/10/2023,20:27:47,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6674_2023
360,HIDALGO,DATERT,JORGE ANTONIO REYES FLORES,XHCY-FM-90.9,2849,16/10/2023,10:23:47,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6523_2023
361,HIDALGO,DATERT,TV AZTECA,XHPHG-TDT-CANAL36.2,4335,16/10/2023,21:14:51,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6674_2023
362,HIDALGO,DATERT,IMAGEN,XHCTIX-TDT-CANAL16.2,4819,16/10/2023,22:40:42,RV00550-23,JEEP 3 MCN,MC,Sí,INE_DEPPP_DATERT_6673_2023
363,HIDALGO,DATERT,IMAGEN,XHCTIX-TDT-CANAL16.2,4819,17/10/2023,22:40:46,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
364,HIDALGO,DATERT,JORGE ANTONIO REYES FLORES,XHCY-FM-90.9,2849,18/10/2023,09:03:08,RA00664-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6523_2023
